"target"	"target.chr"	"target.start"	"target.end"	"target.symbol"	"target.qtl.chr"	"target.qtl.pos"	"marker.id"	"target.cis"	"mediator"	"mediator.chr"	"mediator.start"	"mediator.end"	"mediator.symbol"	"target.lod"	"mediation.lod"	"mediation.z.lod"	"inv.mediation.lod"	"mediator.lod"	"target.drop"	"target.prop"	"mediator.drop"	"mediator.prop"
"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	63.1353519789478	2.03386555432103	-57.9103833807478	2.07086860119561	62.069386570524	61.1014864246268	0.967785630545004	59.9985179693284	0.96663623219729
"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	63.1353519789478	2.03386555432103	-57.9103833807478	2.07086860119561	62.069386570524	61.1014864246268	0.967785630545004	59.9985179693284	0.96663623219729
"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	63.1353519789478	2.03386555432103	-57.9103833807478	2.07086860119561	62.069386570524	61.1014864246268	0.967785630545004	59.9985179693284	0.96663623219729
"ENSMUSG00000091814"	"14"	6.712183	6.720251	"Gm8050"	"14"	7.614964	"14_7614964"	TRUE	"ENSMUSG00000094370"	"14"	5.718336	5.741577	"Gm3373"	45.2942717388615	1.52087325467514	-25.6523032755819	25.6754514651438	61.1618689595915	43.7733984841863	0.966422393024806	35.4864174944477	0.580204923395864
"ENSMUSG00000017929"	"2"	167.298444	167.349183	"B4galt5"	"13"	112.205697	"13_112205697"	FALSE	"ENSMUSG00000021756"	"13"	112.46407	112.510086	"Il6st"	7.47767819768702	0.251311046778312	-13.1372425352768	79.054075951316	87.2528817253792	7.22636715090871	0.966391834452565	8.19880577406319	0.0939660170751519
"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	"2"	83.798437	"2_83798437"	TRUE	"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	63.388798028902	2.1469764970424	-57.2874157021462	1.96191177476662	61.9512982429427	61.2418215318596	0.966130033005777	59.9893864681761	0.96833138561402
"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	"2"	83.798437	"2_83798437"	TRUE	"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	63.388798028902	2.1469764970424	-57.2874157021462	1.96191177476662	61.9512982429427	61.2418215318596	0.966130033005777	59.9893864681761	0.96833138561402
"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	"2"	83.798437	"2_83798437"	TRUE	"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	63.388798028902	2.1469764970424	-57.2874157021462	1.96191177476662	61.9512982429427	61.2418215318596	0.966130033005777	59.9893864681761	0.96833138561402
"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	"2"	83.798437	"2_83798437"	TRUE	"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	63.388798028902	2.1469764970424	-57.2874157021462	1.96191177476662	61.9512982429427	61.2418215318596	0.966130033005777	59.9893864681761	0.96833138561402
"ENSMUSG00000079247"	"2"	83.990553	83.993045	"Gm13691"	"2"	83.798437	"2_83798437"	TRUE	"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	63.388798028902	2.1469764970424	-57.2874157021462	1.96191177476662	61.9512982429427	61.2418215318596	0.966130033005777	59.9893864681761	0.96833138561402
"ENSMUSG00000093656"	"3"	96.267075	96.270289	"Gm20628"	"3"	96.67314	"3_96673140"	TRUE	"ENSMUSG00000050936"	"3"	96.269721	96.279001	"Hist2h2bb"	58.8071052725745	2.25263988589285	-61.8782936346746	37.851992073533	87.3041163963885	56.5544653866817	0.961694426626651	49.4521243228555	0.566435196461151
"ENSMUSG00000079396"	"14"	6.090977	6.28725	"Gm3411"	"14"	7.614964	"14_7614964"	TRUE	"ENSMUSG00000079391"	"14"	4.182576	4.204895	"Gm2974"	68.7338627203047	2.79679645793101	-34.6944862352771	20.4556483885829	85.0580889222666	65.9370662623737	0.959309773272719	64.6024405336837	0.75950966395122
"ENSMUSG00000091044"	"14"	5.738334	5.739177	"Gm3170"	"14"	7.614964	"14_7614964"	TRUE	"ENSMUSG00000095124"	"14"	5.385805	5.386651	"Gm3348"	68.7564362343686	2.85462038756629	-39.5024648824484	8.80369440836918	73.3054839847646	65.9018158468024	0.958482135725653	64.5017895763954	0.879904013590594
"ENSMUSG00000095015"	"14"	7.185927	7.19454	"Gm16434"	"14"	4.266052	"14_4266052"	TRUE	"ENSMUSG00000096869"	"14"	7.116798	7.125412	"Gm6676"	59.1050380781588	2.47248769627504	-37.3672284818635	2.47248769627504	58.5172679062809	56.6325503818837	0.958167902827412	56.0447802100059	0.957747724992307
"ENSMUSG00000096869"	"14"	7.116798	7.125412	"Gm6676"	"14"	4.266052	"14_4266052"	TRUE	"ENSMUSG00000095015"	"14"	7.185927	7.19454	"Gm16434"	59.1050380781588	2.47248769627504	-37.3672284818635	2.47248769627504	58.5172679062809	56.6325503818837	0.958167902827412	56.0447802100059	0.957747724992307
"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094125"	"2"	83.955693	83.958185	"Gm13698"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000094336"	"2"	83.961503	83.963995	"Gm13693"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000095824"	"2"	83.984743	83.987235	"Gm13697"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000096484"	"2"	83.973123	83.975615	"Gm13696"	"2"	83.812221	"2_83812221"	TRUE	"ENSMUSG00000096337"	"2"	83.978933	83.981425	"Gm13694"	63.1353519789478	2.78623933692597	-57.206656682608	2.78623933692597	61.8952164121306	60.3491126420218	0.955868792212404	59.1089770752046	0.954984577186487
"ENSMUSG00000030428"	"7"	4.119408	4.136706	"Ttyh1"	"7"	3.849475	"7_3849475"	TRUE	"ENSMUSG00000086155"	"7"	4.074125	4.120728	"9430041J12Rik"	37.8067178004663	1.70870162399586	-34.5434949970665	39.4670264593209	69.095580698748	36.0980161764704	0.954804285497251	29.6285542394271	0.4288053438411
"ENSMUSG00000023764"	"11"	3.13185	3.193463	"Sfi1"	"11"	3.126009	"11_3126009"	TRUE	"ENSMUSG00000086049"	"11"	3.193516	3.194263	"Gm12735"	13.872926055798	0.62908300569876	-44.373701522519	32.1560721551152	44.5204084415232	13.2438430500992	0.954653906236612	12.3643362864079	0.277722885284134
"ENSMUSG00000066838"	"7"	7.202122	7.209998	"Zfp772"	"7"	9.073722	"7_9073722"	TRUE	"ENSMUSG00000095730"	"7"	7.231327	7.247328	"Vmn2r29"	42.8015965100109	2.20713199186639	-36.8868960741558	30.3684422533325	63.8788628580863	40.5944645181445	0.948433419034961	33.5104206047537	0.524593255193047
"ENSMUSG00000078498"	"4"	147.305674	147.333734	"Gm13151"	"4"	145.681071	"4_145681071"	TRUE	"ENSMUSG00000065999"	"4"	147.553277	147.585198	"Gm13154"	44.9936404280122	2.33996119201208	-59.442935149571	31.0560305351756	58.1357580817214	42.6536792360001	0.947993512644172	27.0797275465458	0.465801572733942
"ENSMUSG00000078894"	"2"	176.226569	176.240328	"2210418O10Rik"	"2"	176.224298	"2_176224298"	TRUE	"ENSMUSG00000074527"	"2"	176.892509	176.927809	"Gm14296"	86.2047408796492	4.59192989957828	-37.278349813802	7.03714049191584	48.5121305889046	81.612810980071	0.946732281163178	41.4749900969888	0.854940601319924
"ENSMUSG00000051146"	"16"	20.619215	20.621287	"Camk2n2"	"16"	21.13352	"16_21133520"	TRUE	"ENSMUSG00000022842"	"16"	20.611593	20.646485	"Ece2"	14.5194075567783	0.776668230742587	-13.6662298720958	66.2328029353796	77.0536402211043	13.7427393260358	0.946508269865322	10.8208372857247	0.140432525376796
"ENSMUSG00000004939"	"10"	81.19817	81.202037	"Nmrk2"	"10"	81.352462	"10_81352462"	TRUE	"ENSMUSG00000085779"	"10"	81.194609	81.210877	"2310050B05Rik"	11.9056518868554	0.640158344536019	-30.7676725557413	30.4765306565764	38.1497967510057	11.2654935423193	0.946230718769562	7.67326609442933	0.201135176276582
"ENSMUSG00000097901"	"14"	6.684255	6.783942	"Gm26680"	"14"	7.614964	"14_7614964"	TRUE	"ENSMUSG00000091044"	"14"	5.738334	5.739177	"Gm3170"	43.2388474706695	2.34604886355243	-24.7516769080831	29.7088023317224	67.9934457871733	40.8927986071171	0.945742104593703	38.2846434554509	0.563063733749955
"ENSMUSG00000097218"	"14"	5.161446	5.221712	"Gm26552"	"14"	7.614964	"14_7614964"	TRUE	"ENSMUSG00000097450"	"14"	5.514087	5.574342	"Gm26893"	50.7959802740231	2.80539894169988	-26.4133320168271	2.80539894169988	47.1241623992338	47.9905813323232	0.944771241217003	44.318763457534	0.94046792985024
"ENSMUSG00000097450"	"14"	5.514087	5.574342	"Gm26893"	"14"	7.614964	"14_7614964"	TRUE	"ENSMUSG00000097218"	"14"	5.161446	5.221712	"Gm26552"	50.7959802740231	2.80539894169988	-26.4133320168271	2.80539894169988	47.1241623992338	47.9905813323232	0.944771241217003	44.318763457534	0.94046792985024
"ENSMUSG00000087314"	"5"	24.873544	24.875934	"Gm15552"	"5"	24.939923	"5_24939923"	TRUE	"ENSMUSG00000028944"	"5"	24.862744	25.100642	"Prkag2"	24.4446559932918	1.37295858155966	-25.9097533639167	26.8510996593431	48.5731311587978	23.0716974117321	0.943833998648358	21.7220314994547	0.44720261966312
"ENSMUSG00000023905"	"17"	23.675447	23.677449	"Tnfrsf12a"	"17"	23.607479	"17_23607479"	TRUE	"ENSMUSG00000066720"	"17"	23.682584	23.684026	"Cldn9"	36.3439402018421	2.10491930356778	-24.5248671356858	37.1211853078039	64.0009816317217	34.2390208982743	0.942083348919304	26.8797963239179	0.419990375750659
"ENSMUSG00000028149"	"3"	138.925906	139.075199	"Rap1gds1"	"13"	112.209241	"13_112209241"	FALSE	"ENSMUSG00000021756"	"13"	112.46407	112.510086	"Il6st"	13.3732115904663	0.779168137408931	-21.8503005494638	75.4321413005328	88.0765483405543	12.5940434530574	0.94173664776497	12.6444070400215	0.143561564096847
"ENSMUSG00000086067"	"8"	84.611202	84.617184	"Gm16183"	"8"	84.182399	"8_84182399"	TRUE	"ENSMUSG00000034656"	"8"	84.38844	84.640246	"Cacna1a"	24.1678963176605	1.41547334246002	-34.3580534808334	18.391209486221	18.2638514400502	22.7524229752005	0.941431669357764	-0.127358046170858	-0.0069732305143251
"ENSMUSG00000092118"	"7"	51.860577	51.862267	"Fancf"	"7"	51.796346	"7_51796346"	TRUE	"ENSMUSG00000030498"	"7"	51.862015	51.994975	"Gas2"	20.1165826634111	1.18148207539383	-22.9220439983849	70.4421236326	69.4747875736313	18.9351005880173	0.941268251414155	-0.967336058968641	-0.0139235554760557
"ENSMUSG00000098713"	"14"	69.158671	69.159519	"RP24-225O12.5"	"17"	24.245469	"17_24245469"	FALSE	"ENSMUSG00000044533"	"17"	24.718116	24.721929	"Rps2"	8.99955339850998	0.555213600651541	-36.0518992323943	81.90682941408	61.7084223282329	8.44433979785843	0.938306538550739	-20.198407085847	-0.327320101920769
"ENSMUSG00000097511"	"14"	69.327999	69.337082	"Gm16677"	"14"	69.226364	"14_69226364"	TRUE	"ENSMUSG00000098784"	"14"	69.546249	69.555332	"RP24-175I14.4"	43.1762751211834	2.70421664865762	-62.6934883631674	2.70421664865762	38.7577844125477	40.4720584725258	0.93736799570904	36.05356776389	0.930227780311866
"ENSMUSG00000098784"	"14"	69.546249	69.555332	"RP24-175I14.4"	"14"	69.226364	"14_69226364"	TRUE	"ENSMUSG00000097511"	"14"	69.327999	69.337082	"Gm16677"	43.1762751211834	2.70421664865762	-62.6934883631674	2.70421664865762	38.7577844125477	40.4720584725258	0.93736799570904	36.05356776389	0.930227780311866
"ENSMUSG00000097901"	"14"	6.684255	6.783942	"Gm26680"	"14"	7.614964	"14_7614964"	TRUE	"ENSMUSG00000095124"	"14"	5.385805	5.386651	"Gm3348"	43.2388474706695	2.71543317475533	-24.5238145139372	36.0272606637281	73.3054839847646	40.5234142959142	0.93719922399418	37.2782233210365	0.50853253119213
"ENSMUSG00000072235"	"15"	98.949841	98.953551	"Tuba1a"	"15"	98.513241	"15_98513241"	TRUE	"ENSMUSG00000097587"	"15"	98.985965	98.989281	"4930578M01Rik"	6.9195371878423	0.4412061452378	-14.3475682585735	58.8607737384937	58.9241595434263	6.4783310426045	0.936237622074927	0.0633858049325582	0.00107571843915472
"ENSMUSG00000078905"	"2"	175.061549	175.067781	"Gm14393"	"2"	176.609176	"2_176609176"	TRUE	"ENSMUSG00000078866"	"2"	177.464733	177.478129	"Gm14420"	20.8379763564833	1.34405616114378	-36.7534420374121	52.3214410625561	34.7282344287683	19.4939201953396	0.93549967913628	-17.5932066337878	-0.506596633061597
"ENSMUSG00000085173"	"8"	21.100651	21.103271	"Gm2869"	"8"	19.674956	"8_19674956"	TRUE	"ENSMUSG00000081668"	"8"	21.708029	21.710605	"Gm7869"	16.6206496962336	1.0774729788136	-41.5196341779753	40.6513230133868	54.0726034062222	15.54317671742	0.935172631725836	13.4212803928354	0.248208511286346
"ENSMUSG00000032578"	"9"	107.296026	107.302784	"Cish"	"13"	111.883727	"13_111883727"	FALSE	"ENSMUSG00000021756"	"13"	112.46407	112.510086	"Il6st"	7.72821742894623	0.535297736904681	-15.1550756822612	70.7130573809575	78.3820485573377	7.19291969204155	0.930734643295657	7.66899117638019	0.097841167940006
"ENSMUSG00000056185"	"19"	5.495278	5.510489	"Snx32"	"11"	70.196497	"11_70196497"	FALSE	"ENSMUSG00000069835"	"11"	69.622024	69.62387	"Sat2"	6.77434107500875	0.472999134077156	-10.1376050118611	35.7669689047856	36.4476168498655	6.3013419409316	0.930177838871725	0.680647945079919	0.018674689977225
"ENSMUSG00000094475"	"2"	175.643978	175.65386	"Gm11007"	"2"	177.282713	"2_177282713"	TRUE	"ENSMUSG00000094932"	"2"	175.741537	175.751419	"Gm2007"	37.2862912732239	2.70011181978589	-39.266524183748	2.70011181978589	36.564030134629	34.586179453438	0.927584328513657	33.8639183148431	0.926153878282999
"ENSMUSG00000094932"	"2"	175.741537	175.751419	"Gm2007"	"2"	177.282713	"2_177282713"	TRUE	"ENSMUSG00000094475"	"2"	175.643978	175.65386	"Gm11007"	37.2862912732239	2.70011181978589	-39.266524183748	2.70011181978589	36.564030134629	34.586179453438	0.927584328513657	33.8639183148431	0.926153878282999
"ENSMUSG00000037447"	"1"	36.307733	36.324029	"Arid5a"	"13"	112.205697	"13_112205697"	FALSE	"ENSMUSG00000021756"	"13"	112.46407	112.510086	"Il6st"	6.81169616228117	0.494007790382796	-12.7713010149887	79.9054691628471	87.2528817253792	6.31768837189837	0.927476537618002	7.34741256253206	0.0842082509739609
"ENSMUSG00000082013"	"2"	5.603571	5.604161	"Gm13216"	"11"	98.089439	"11_98089439"	FALSE	"ENSMUSG00000017404"	"11"	98.02671	98.030492	"Rpl19"	8.49094360194641	0.621653326521425	-29.8212720725009	93.8454321879316	76.0932503610475	7.86929027542498	0.926786308369906	-17.7521818268841	-0.233295091780854
"ENSMUSG00000062518"	"4"	147.673502	147.702553	"Zfp534"	"4"	146.166908	"4_146166908"	TRUE	"ENSMUSG00000078503"	"4"	145.510759	145.539188	"Gm13225"	28.3463789664875	2.07592309418811	-39.5946154825589	35.1423683925779	43.9398984097674	26.2704558722993	0.926765845590283	8.79753001718949	0.20021734996169
"ENSMUSG00000079424"	"5"	95.305815	95.343917	"Gm3259"	"5"	93.295394	"5_93295394"	TRUE	"ENSMUSG00000096742"	"5"	94.988626	95.026536	"Gm6367"	43.3974146367969	3.20931596470422	-78.1663891395575	25.0001929272943	66.5104528742477	40.1880986720927	0.926048222191028	41.5102599469534	0.62411633289338
"ENSMUSG00000089756"	"2"	175.918881	175.9311	"Gm8898"	"2"	176.224298	"2_176224298"	TRUE	"ENSMUSG00000078898"	"2"	175.372436	175.384201	"Gm4723"	91.2653706241168	6.75578674940576	-41.3146301554605	17.8405543005153	52.5495509149579	84.509583874711	0.925976449739847	34.7089966144426	0.660500347007969
"ENSMUSG00000083502"	"X"	103.486934	103.487388	"Gm14861"	"X"	103.496028	"X_103496028"	TRUE	"ENSMUSG00000085715"	"X"	103.431517	103.484957	"Tsix"	45.7545103487567	3.41665962393486	-67.0828618477867	6.95387455996462	47.9557708041691	42.3378507248218	0.925326277171542	41.0018962442045	0.85499399877522
"ENSMUSG00000023186"	"9"	38.718268	38.743337	"Vwa5a"	"9"	37.470492	"9_37470492"	TRUE	"ENSMUSG00000061039"	"9"	38.752796	38.756863	"Olfr920"	37.5581361274511	2.84662031594439	-20.88285236579	30.0587074172852	39.710118617465	34.7115158115067	0.924207625578528	9.65141120017974	0.243046647459142
"ENSMUSG00000078896"	"2"	175.469985	175.482171	"Gm8923"	"2"	176.320517	"2_176320517"	TRUE	"ENSMUSG00000078879"	"2"	176.670522	176.719085	"Gm14306"	77.3637929190126	5.88622649487161	-46.9444759932551	15.082170675937	53.8910849738026	71.477566424141	0.923914970132947	38.8089142978656	0.720136072909485
"ENSMUSG00000078886"	"2"	175.965331	175.980303	"Gm2026"	"2"	175.165883	"2_175165883"	TRUE	"ENSMUSG00000078866"	"2"	177.464733	177.478129	"Gm14420"	40.5053496405607	3.08591180088735	-19.8080979402746	35.6170243149681	36.885452209571	37.4194378396733	0.923814710198249	1.2684278946029	0.0343882972451066
"ENSMUSG00000082746"	"X"	103.489517	103.489917	"Rps12-ps1"	"X"	103.496028	"X_103496028"	TRUE	"ENSMUSG00000085715"	"X"	103.431517	103.484957	"Tsix"	42.4663369867046	3.23856048663802	-63.8610666109496	10.4403568161852	47.9557708041691	39.2277765000666	0.923738172010175	37.5154139879839	0.782291961090164
