target,target.chr,target.start,target.end,target.symbol,target.qtl.chr,target.qtl.pos,marker.id,target.cis,mediator,mediator.chr,mediator.start,mediator.end,mediator.symbol,target.lod,mediation.lod,mediation.z.lod,inv.mediation.lod,mediator.lod,target.drop,target.prop,mediator.drop,mediator.prop
ENSMUSG00000079247,2,83.990553,83.993045,Gm13691,2,83.798437,2_83798437,TRUE,ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,63.38879803,2.146976497,-57.2874157,1.961911775,61.95129824,61.24182153,0.966130033,59.98938647,0.968331386
ENSMUSG00000079247,2,83.990553,83.993045,Gm13691,2,83.798437,2_83798437,TRUE,ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,63.38879803,2.146976497,-57.2874157,1.961911775,61.95129824,61.24182153,0.966130033,59.98938647,0.968331386
ENSMUSG00000079247,2,83.990553,83.993045,Gm13691,2,83.798437,2_83798437,TRUE,ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,63.38879803,2.146976497,-57.2874157,1.961911775,61.95129824,61.24182153,0.966130033,59.98938647,0.968331386
ENSMUSG00000079247,2,83.990553,83.993045,Gm13691,2,83.798437,2_83798437,TRUE,ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,63.38879803,2.146976497,-57.2874157,1.961911775,61.95129824,61.24182153,0.966130033,59.98938647,0.968331386
ENSMUSG00000093656,3,96.267075,96.270289,Gm20628,3,96.67314,3_96673140,TRUE,ENSMUSG00000050936,3,96.269721,96.279001,Hist2h2bb,58.80710527,2.252639886,-61.87829363,37.85199207,87.3041164,56.55446539,0.961694427,49.45212432,0.566435196
ENSMUSG00000079396,14,6.090977,6.28725,Gm3411,14,7.614964,14_7614964,TRUE,ENSMUSG00000079391,14,4.182576,4.204895,Gm2974,68.73386272,2.796796458,-34.69448624,20.45564839,85.05808892,65.93706626,0.959309773,64.60244053,0.759509664
ENSMUSG00000091044,14,5.738334,5.739177,Gm3170,14,7.614964,14_7614964,TRUE,ENSMUSG00000095124,14,5.385805,5.386651,Gm3348,68.75643623,2.854620388,-39.50246488,8.803694408,73.30548398,65.90181585,0.958482136,64.50178958,0.879904014
ENSMUSG00000095015,14,7.185927,7.19454,Gm16434,14,4.266052,14_4266052,TRUE,ENSMUSG00000096869,14,7.116798,7.125412,Gm6676,59.10503808,2.472487696,-37.36722848,2.472487696,58.51726791,56.63255038,0.958167903,56.04478021,0.957747725
ENSMUSG00000096869,14,7.116798,7.125412,Gm6676,14,4.266052,14_4266052,TRUE,ENSMUSG00000095015,14,7.185927,7.19454,Gm16434,59.10503808,2.472487696,-37.36722848,2.472487696,58.51726791,56.63255038,0.958167903,56.04478021,0.957747725
ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,2,83.812221,2_83812221,TRUE,ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,2,83.812221,2_83812221,TRUE,ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,2,83.812221,2_83812221,TRUE,ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,2,83.812221,2_83812221,TRUE,ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,2,83.812221,2_83812221,TRUE,ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,2,83.812221,2_83812221,TRUE,ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,2,83.812221,2_83812221,TRUE,ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,2,83.812221,2_83812221,TRUE,ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,2,83.812221,2_83812221,TRUE,ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,2,83.812221,2_83812221,TRUE,ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,2,83.812221,2_83812221,TRUE,ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,2,83.812221,2_83812221,TRUE,ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,2,83.812221,2_83812221,TRUE,ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,2,83.812221,2_83812221,TRUE,ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,2,83.812221,2_83812221,TRUE,ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,2,83.812221,2_83812221,TRUE,ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,2,83.812221,2_83812221,TRUE,ENSMUSG00000094125,2,83.955693,83.958185,Gm13698,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,2,83.812221,2_83812221,TRUE,ENSMUSG00000094336,2,83.961503,83.963995,Gm13693,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,2,83.812221,2_83812221,TRUE,ENSMUSG00000095824,2,83.984743,83.987235,Gm13697,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000096484,2,83.973123,83.975615,Gm13696,2,83.812221,2_83812221,TRUE,ENSMUSG00000096337,2,83.978933,83.981425,Gm13694,63.13535198,2.786239337,-57.20665668,2.786239337,61.89521641,60.34911264,0.955868792,59.10897708,0.954984577
ENSMUSG00000030428,7,4.119408,4.136706,Ttyh1,7,3.849475,7_3849475,TRUE,ENSMUSG00000086155,7,4.074125,4.120728,9430041J12Rik,37.8067178,1.708701624,-34.543495,39.46702646,69.0955807,36.09801618,0.954804285,29.62855424,0.428805344
ENSMUSG00000023764,11,3.13185,3.193463,Sfi1,11,3.126009,11_3126009,TRUE,ENSMUSG00000086049,11,3.193516,3.194263,Gm12735,13.87292606,0.629083006,-44.37370152,32.15607216,44.52040844,13.24384305,0.954653906,12.36433629,0.277722885
ENSMUSG00000066838,7,7.202122,7.209998,Zfp772,7,9.073722,7_9073722,TRUE,ENSMUSG00000095730,7,7.231327,7.247328,Vmn2r29,42.80159651,2.207131992,-36.88689607,30.36844225,63.87886286,40.59446452,0.948433419,33.5104206,0.524593255
ENSMUSG00000078498,4,147.305674,147.333734,Gm13151,4,145.681071,4_145681071,TRUE,ENSMUSG00000065999,4,147.553277,147.585198,Gm13154,44.99364043,2.339961192,-59.44293515,31.05603054,58.13575808,42.65367924,0.947993513,27.07972755,0.465801573
ENSMUSG00000078894,2,176.226569,176.240328,2210418O10Rik,2,176.224298,2_176224298,TRUE,ENSMUSG00000074527,2,176.892509,176.927809,Gm14296,86.20474088,4.5919299,-37.27834981,7.037140492,48.51213059,81.61281098,0.946732281,41.4749901,0.854940601
ENSMUSG00000051146,16,20.619215,20.621287,Camk2n2,16,21.13352,16_21133520,TRUE,ENSMUSG00000022842,16,20.611593,20.646485,Ece2,14.51940756,0.776668231,-13.66622987,66.23280294,77.05364022,13.74273933,0.94650827,10.82083729,0.140432525
ENSMUSG00000004939,10,81.19817,81.202037,Nmrk2,10,81.352462,10_81352462,TRUE,ENSMUSG00000085779,10,81.194609,81.210877,2310050B05Rik,11.90565189,0.640158345,-30.76767256,30.47653066,38.14979675,11.26549354,0.946230719,7.673266094,0.201135176
ENSMUSG00000097901,14,6.684255,6.783942,Gm26680,14,7.614964,14_7614964,TRUE,ENSMUSG00000091044,14,5.738334,5.739177,Gm3170,43.23884747,2.346048864,-24.75167691,29.70880233,67.99344579,40.89279861,0.945742105,38.28464346,0.563063734
ENSMUSG00000097218,14,5.161446,5.221712,Gm26552,14,7.614964,14_7614964,TRUE,ENSMUSG00000097450,14,5.514087,5.574342,Gm26893,50.79598027,2.805398942,-26.41333202,2.805398942,47.1241624,47.99058133,0.944771241,44.31876346,0.94046793
ENSMUSG00000097450,14,5.514087,5.574342,Gm26893,14,7.614964,14_7614964,TRUE,ENSMUSG00000097218,14,5.161446,5.221712,Gm26552,50.79598027,2.805398942,-26.41333202,2.805398942,47.1241624,47.99058133,0.944771241,44.31876346,0.94046793
ENSMUSG00000087314,5,24.873544,24.875934,Gm15552,5,24.939923,5_24939923,TRUE,ENSMUSG00000028944,5,24.862744,25.100642,Prkag2,24.44465599,1.372958582,-25.90975336,26.85109966,48.57313116,23.07169741,0.943833999,21.7220315,0.44720262
ENSMUSG00000023905,17,23.675447,23.677449,Tnfrsf12a,17,23.607479,17_23607479,TRUE,ENSMUSG00000066720,17,23.682584,23.684026,Cldn9,36.3439402,2.104919304,-24.52486714,37.12118531,64.00098163,34.2390209,0.942083349,26.87979632,0.419990376
ENSMUSG00000028149,3,138.925906,139.075199,Rap1gds1,13,112.209241,13_112209241,FALSE,ENSMUSG00000021756,13,112.46407,112.510086,Il6st,13.37321159,0.779168137,-21.85030055,75.4321413,88.07654834,12.59404345,0.941736648,12.64440704,0.143561564
ENSMUSG00000086067,8,84.611202,84.617184,Gm16183,8,84.182399,8_84182399,TRUE,ENSMUSG00000034656,8,84.38844,84.640246,Cacna1a,24.16789632,1.415473342,-34.35805348,18.39120949,18.26385144,22.75242298,0.941431669,-0.127358046,-0.006973231
ENSMUSG00000092118,7,51.860577,51.862267,Fancf,7,51.796346,7_51796346,TRUE,ENSMUSG00000030498,7,51.862015,51.994975,Gas2,20.11658266,1.181482075,-22.922044,70.44212363,69.47478757,18.93510059,0.941268251,-0.967336059,-0.013923555
ENSMUSG00000098713,14,69.158671,69.159519,RP24-225O12.5,17,24.245469,17_24245469,FALSE,ENSMUSG00000044533,17,24.718116,24.721929,Rps2,8.999553399,0.555213601,-36.05189923,81.90682941,61.70842233,8.444339798,0.938306539,-20.19840709,-0.327320102
ENSMUSG00000097511,14,69.327999,69.337082,Gm16677,14,69.226364,14_69226364,TRUE,ENSMUSG00000098784,14,69.546249,69.555332,RP24-175I14.4,43.17627512,2.704216649,-62.69348836,2.704216649,38.75778441,40.47205847,0.937367996,36.05356776,0.93022778
ENSMUSG00000098784,14,69.546249,69.555332,RP24-175I14.4,14,69.226364,14_69226364,TRUE,ENSMUSG00000097511,14,69.327999,69.337082,Gm16677,43.17627512,2.704216649,-62.69348836,2.704216649,38.75778441,40.47205847,0.937367996,36.05356776,0.93022778
ENSMUSG00000097901,14,6.684255,6.783942,Gm26680,14,7.614964,14_7614964,TRUE,ENSMUSG00000095124,14,5.385805,5.386651,Gm3348,43.23884747,2.715433175,-24.52381451,36.02726066,73.30548398,40.5234143,0.937199224,37.27822332,0.508532531
ENSMUSG00000072235,15,98.949841,98.953551,Tuba1a,15,98.513241,15_98513241,TRUE,ENSMUSG00000097587,15,98.985965,98.989281,4930578M01Rik,6.919537188,0.441206145,-14.34756826,58.86077374,58.92415954,6.478331043,0.936237622,0.063385805,0.001075718
ENSMUSG00000078905,2,175.061549,175.067781,Gm14393,2,176.609176,2_176609176,TRUE,ENSMUSG00000078866,2,177.464733,177.478129,Gm14420,20.83797636,1.344056161,-36.75344204,52.32144106,34.72823443,19.4939202,0.935499679,-17.59320663,-0.506596633
ENSMUSG00000085173,8,21.100651,21.103271,Gm2869,8,19.674956,8_19674956,TRUE,ENSMUSG00000081668,8,21.708029,21.710605,Gm7869,16.6206497,1.077472979,-41.51963418,40.65132301,54.07260341,15.54317672,0.935172632,13.42128039,0.248208511
ENSMUSG00000032578,9,107.296026,107.302784,Cish,13,111.883727,13_111883727,FALSE,ENSMUSG00000021756,13,112.46407,112.510086,Il6st,7.728217429,0.535297737,-15.15507568,70.71305738,78.38204856,7.192919692,0.930734643,7.668991176,0.097841168
ENSMUSG00000056185,19,5.495278,5.510489,Snx32,11,70.196497,11_70196497,FALSE,ENSMUSG00000069835,11,69.622024,69.62387,Sat2,6.774341075,0.472999134,-10.13760501,35.7669689,36.44761685,6.301341941,0.930177839,0.680647945,0.01867469
ENSMUSG00000094475,2,175.643978,175.65386,Gm11007,2,177.282713,2_177282713,TRUE,ENSMUSG00000094932,2,175.741537,175.751419,Gm2007,37.28629127,2.70011182,-39.26652418,2.70011182,36.56403013,34.58617945,0.927584329,33.86391831,0.926153878
ENSMUSG00000094932,2,175.741537,175.751419,Gm2007,2,177.282713,2_177282713,TRUE,ENSMUSG00000094475,2,175.643978,175.65386,Gm11007,37.28629127,2.70011182,-39.26652418,2.70011182,36.56403013,34.58617945,0.927584329,33.86391831,0.926153878
ENSMUSG00000037447,1,36.307733,36.324029,Arid5a,13,112.205697,13_112205697,FALSE,ENSMUSG00000021756,13,112.46407,112.510086,Il6st,6.811696162,0.49400779,-12.77130101,79.90546916,87.25288173,6.317688372,0.927476538,7.347412563,0.084208251
ENSMUSG00000082013,2,5.603571,5.604161,Gm13216,11,98.089439,11_98089439,FALSE,ENSMUSG00000017404,11,98.02671,98.030492,Rpl19,8.490943602,0.621653327,-29.82127207,93.84543219,76.09325036,7.869290275,0.926786308,-17.75218183,-0.233295092
ENSMUSG00000062518,4,147.673502,147.702553,Zfp534,4,146.166908,4_146166908,TRUE,ENSMUSG00000078503,4,145.510759,145.539188,Gm13225,28.34637897,2.075923094,-39.59461548,35.14236839,43.93989841,26.27045587,0.926765846,8.797530017,0.20021735
ENSMUSG00000079424,5,95.305815,95.343917,Gm3259,5,93.295394,5_93295394,TRUE,ENSMUSG00000096742,5,94.988626,95.026536,Gm6367,43.39741464,3.209315965,-78.16638914,25.00019293,66.51045287,40.18809867,0.926048222,41.51025995,0.624116333
ENSMUSG00000089756,2,175.918881,175.9311,Gm8898,2,176.224298,2_176224298,TRUE,ENSMUSG00000078898,2,175.372436,175.384201,Gm4723,91.26537062,6.755786749,-41.31463016,17.8405543,52.54955091,84.50958387,0.92597645,34.70899661,0.660500347
ENSMUSG00000083502,X,103.486934,103.487388,Gm14861,X,103.496028,X_103496028,TRUE,ENSMUSG00000085715,X,103.431517,103.484957,Tsix,45.75451035,3.416659624,-67.08286185,6.95387456,47.9557708,42.33785072,0.925326277,41.00189624,0.854993999
ENSMUSG00000023186,9,38.718268,38.743337,Vwa5a,9,37.470492,9_37470492,TRUE,ENSMUSG00000061039,9,38.752796,38.756863,Olfr920,37.55813613,2.846620316,-20.88285237,30.05870742,39.71011862,34.71151581,0.924207626,9.6514112,0.243046647
ENSMUSG00000078896,2,175.469985,175.482171,Gm8923,2,176.320517,2_176320517,TRUE,ENSMUSG00000078879,2,176.670522,176.719085,Gm14306,77.36379292,5.886226495,-46.94447599,15.08217068,53.89108497,71.47756642,0.92391497,38.8089143,0.720136073
ENSMUSG00000078886,2,175.965331,175.980303,Gm2026,2,175.165883,2_175165883,TRUE,ENSMUSG00000078866,2,177.464733,177.478129,Gm14420,40.50534964,3.085911801,-19.80809794,35.61702431,36.88545221,37.41943784,0.92381471,1.268427895,0.034388297
ENSMUSG00000082746,X,103.489517,103.489917,Rps12-ps1,X,103.496028,X_103496028,TRUE,ENSMUSG00000085715,X,103.431517,103.484957,Tsix,42.46633699,3.238560487,-63.86106661,10.44035682,47.9557708,39.2277765,0.923738172,37.51541399,0.782291961
ENSMUSG00000095186,9,3.023547,3.025218,Gm10718,11,3.157511,11_3157511,FALSE,ENSMUSG00000086049,11,3.193516,3.194263,Gm12735,7.652908365,0.587851388,-40.74447928,38.96092452,46.13260792,7.065056977,0.923185884,7.171683409,0.15545801
ENSMUSG00000031766,8,94.329192,94.366213,Slc12a3,8,94.203825,8_94203825,TRUE,ENSMUSG00000032939,8,94.214597,94.315066,Nup93,55.14008256,4.256773751,-49.43547169,34.83513127,76.3391019,50.88330881,0.922800737,41.50397063,0.543679053
ENSMUSG00000031696,8,85.260397,85.299513,Vps35,8,85.571676,8_85571676,TRUE,ENSMUSG00000031697,8,85.299632,85.308278,Orc6,8.232609456,0.637442733,-9.857401187,4.413575983,10.55369084,7.595166723,0.922570998,6.14011486,0.581797871
ENSMUSG00000049233,13,107.413865,107.414767,Apoo-ps,X,94.409107,X_94409107,FALSE,ENSMUSG00000079508,X,94.367117,94.417093,Apoo,31.41267165,2.463612077,-38.01959664,16.09176118,26.22430907,28.94905957,0.921572666,10.1325479,0.386379975
ENSMUSG00000097218,14,5.161446,5.221712,Gm26552,14,7.614964,14_7614964,TRUE,ENSMUSG00000094370,14,5.718336,5.741577,Gm3373,50.79598027,4.005547756,-25.74587132,22.50651041,61.16186896,46.79043252,0.921144395,38.65535855,0.632017288
ENSMUSG00000097450,14,5.514087,5.574342,Gm26893,14,7.614964,14_7614964,TRUE,ENSMUSG00000094370,14,5.718336,5.741577,Gm3373,50.79598027,4.005547756,-25.74587132,22.50651041,61.16186896,46.79043252,0.921144395,38.65535855,0.632017288
ENSMUSG00000032366,9,67.02259,67.049406,Tpm1,18,76.068651,18_76068651,FALSE,ENSMUSG00000044646,18,75.820178,76.148561,Zbtb7c,8.651918187,0.684762779,-22.48262798,42.74572212,42.18541356,7.967155408,0.920854224,-0.560308556,-0.013282045
ENSMUSG00000074527,2,176.892509,176.927809,Gm14296,2,176.224298,2_176224298,TRUE,ENSMUSG00000078894,2,176.226569,176.240328,2210418O10Rik,88.81946204,7.037140492,-39.70757841,4.5919299,47.1631145,81.78232155,0.920770287,42.5711846,0.902637263
ENSMUSG00000047090,10,128.800036,128.80437,Tmem198b,10,128.941166,10_128941166,TRUE,ENSMUSG00000025359,10,128.706258,128.720238,Pmel,26.83712694,2.129752883,-20.49173986,40.1114312,64.10727378,24.70737406,0.920641547,23.99584259,0.374307644
ENSMUSG00000093931,3,113.314455,113.324052,Amy2a3,3,114.955733,3_114955733,TRUE,ENSMUSG00000096569,3,113.347055,113.356658,Amy2a2,18.49623576,1.476564291,-7.003903737,1.476564291,17.15037107,17.01967147,0.920169471,15.67380678,0.91390482
ENSMUSG00000093931,3,113.314455,113.324052,Amy2a3,3,114.955733,3_114955733,TRUE,ENSMUSG00000096770,3,113.281843,113.291449,Amy2a4,18.49623576,1.476564291,-7.003903737,1.476564291,17.15037107,17.01967147,0.920169471,15.67380678,0.91390482
ENSMUSG00000096569,3,113.347055,113.356658,Amy2a2,3,114.955733,3_114955733,TRUE,ENSMUSG00000093931,3,113.314455,113.324052,Amy2a3,18.49623576,1.476564291,-7.003903737,1.476564291,17.15037107,17.01967147,0.920169471,15.67380678,0.91390482
ENSMUSG00000096569,3,113.347055,113.356658,Amy2a2,3,114.955733,3_114955733,TRUE,ENSMUSG00000096770,3,113.281843,113.291449,Amy2a4,18.49623576,1.476564291,-7.003903737,1.476564291,17.15037107,17.01967147,0.920169471,15.67380678,0.91390482
ENSMUSG00000096770,3,113.281843,113.291449,Amy2a4,3,114.955733,3_114955733,TRUE,ENSMUSG00000093931,3,113.314455,113.324052,Amy2a3,18.49623576,1.476564291,-7.003903737,1.476564291,17.15037107,17.01967147,0.920169471,15.67380678,0.91390482
ENSMUSG00000096770,3,113.281843,113.291449,Amy2a4,3,114.955733,3_114955733,TRUE,ENSMUSG00000096569,3,113.347055,113.356658,Amy2a2,18.49623576,1.476564291,-7.003903737,1.476564291,17.15037107,17.01967147,0.920169471,15.67380678,0.91390482
ENSMUSG00000014686,7,19.852097,19.861299,Ceacam16,7,19.819983,7_19819983,TRUE,ENSMUSG00000092216,7,19.852003,19.858347,Gm19345,36.34435117,2.906617964,-37.43142475,26.44403115,54.73529748,33.43773321,0.920025592,28.29126633,0.516874259
ENSMUSG00000015766,6,137.477245,137.654876,Eps8,2,164.064248,2_164064248,FALSE,ENSMUSG00000017950,2,163.506808,163.57291,Hnf4a,7.553823938,0.604827796,-17.27251264,28.94974471,32.84456869,6.948996141,0.919930912,3.894823975,0.118583502
ENSMUSG00000079378,14,5.131519,5.139959,Gm8279,14,7.614964,14_7614964,TRUE,ENSMUSG00000096629,14,5.60762,5.807982,Gm3383,38.10429506,3.060583185,-29.28755788,39.58736804,74.99329978,35.04371187,0.919678787,35.40593174,0.472121267
ENSMUSG00000002578,10,128.630843,128.645991,Ikzf4,13,112.205697,13_112205697,FALSE,ENSMUSG00000021756,13,112.46407,112.510086,Il6st,6.039878604,0.492844397,-12.26178076,80.57080322,87.25288173,5.547034207,0.918401606,6.68207851,0.076582898
ENSMUSG00000079000,2,153.64869,153.650286,7530422B04Rik,2,153.419672,2_153419672,TRUE,ENSMUSG00000056941,2,153.616933,153.632781,Commd7,18.31484406,1.517417999,-37.49413033,46.91017043,58.8520491,16.79742606,0.917148189,11.94187868,0.202913558
ENSMUSG00000079378,14,5.131519,5.139959,Gm8279,14,7.614964,14_7614964,TRUE,ENSMUSG00000094825,14,5.438065,5.455467,Gm3194,38.10429506,3.222357174,-29.160576,40.10693149,75.53202185,34.88193788,0.91543323,35.42509036,0.469007574
